gene_hgnc_symbol	chromosome_name	start_position	end_position
TAF12	1	28915835	28969597
TAF13	1	109605108	109618624
TAF15	HG385_PATCH	34136474	34191634
TAF1A	1	222731244	222763275
TAF1B	2	9983483	10074545
TAF1C	16	84211458	84220669
TAF1D	11	93463114	93517557
TAF1L	9	32629452	32635667
TAF2	8	120743015	120845103
TAF3	10	7860467	8058590
TAF4	20	60528525	60640866
TAF4B	18	23805900	23971649
TAF5	10	105127724	105148822
TAF5L	1	229728858	229761794
TAF6	7	99704693	99717464
TAF6L	11	62538775	62554814
TAF7	5	140698057	140700330
TAF8	6	42018251	42055199
TAGAP	6	159455500	159466184
TAGLN	11	117070037	117075498
TAGLN2	1	159887897	159895522
TAL1	1	47681962	47697892
TALDO1	11	747329	765024
TAMM41	3	11831916	11888393
TANC1	2	159825146	160089170
TANC2	17	61086917	61505060
TANGO2	22	20004537	20053449
TANGO6	16	68877507	69119083
TANK	2	161993419	162092732
TAOK1	17	27717482	27878922
TAOK2	16	29984962	30003582
TAOK3	12	118587606	118810750
TAP1	6	32812986	32821755
TAP2	6	32789610	32806557
TAPBP	6	33267471	33282164
TAPBPL	12	6560856	6575683
TAPT1	4	16162128	16229033
TARBP1	1	234527059	234614849
TARBP2	12	53894705	53900215
TARDBP	1	11072414	11085796
TARS	5	33440802	33469644
TARS2	1	150459887	150480078
TARSL2	15	102193801	102264807
TAS1R3	1	1266694	1270686
TAS2R13	12	11060525	11062161
TAS2R14	12	11090005	11324172
TAS2R19	12	11174218	11175219
TAS2R20	12	11149094	11150474
TAS2R3	7	141463897	141464997
TAS2R31	12	11182986	11184006
TAS2R38	7	141672431	141673573
TAS2R39	7	142880512	142881528
TAS2R4	7	141478242	141479235
TAS2R42	12	11338599	11339543
TAS2R43	12	11243886	11244912
TAS2R46	12	11213964	11214893
TAS2R5	7	141490017	141491166
TAS2R50	12	11138512	11139511
TASP1	20	13246709	13619587
TATDN1	8	125500726	125551699
TATDN2	3	10289707	10322902
TATDN3	1	212965170	212989968
TAX1BP1	7	27778950	27884183
TAX1BP3	17	3566196	3571976
TBC1D1	4	37892708	38140796
TBC1D10A	22	30687979	30723035
TBC1D10B	16	30368423	30381585
TBC1D10C	11	67171386	67177560
TBC1D12	10	96162261	96295687
TBC1D13	9	131549483	131572711
TBC1D14	4	6910969	7034845
TBC1D15	12	72233487	72320629
TBC1D16	17	77906142	78009647
TBC1D17	19	50380682	50392005
TBC1D19	4	26578059	26756973
TBC1D2	9	100961311	101017915
TBC1D20	20	416124	443197
TBC1D22A	22	47158518	47571336
TBC1D22B	6	37225548	37300746
TBC1D23	3	99979844	100044095
TBC1D24	16	2525147	2555735
TBC1D26	17	15635561	15649476
TBC1D2B	15	78276378	78370066
TBC1D30	12	65174589	65274812
TBC1D31	8	124054208	124164393
TBC1D32	6	121400640	121655891
TBC1D4	13	75858808	76056250
TBC1D5	3	17198654	18486309
TBC1D7	6	13266774	13328815
TBC1D8	2	101624079	101869328
TBC1D9	4	141541919	141677274
TBC1D9B	5	179289066	179334859
TBCA	5	76986991	77164604
TBCB	19	36605191	36616849
TBCC	6	42712219	42714558
TBCCD1	3	186263862	186288332
TBCD	17	80709940	80900724
TBCEL	11	120894781	120961484
TBCK	4	106962756	107242652
TBK1	12	64845660	64895888
TBKBP1	17	45771447	45789416
TBL1XR1	3	176737143	176915261
TBL2	7	72983262	72993121
TBL3	16	2022038	2032934
TBP	6	170863390	170881958
TBPL1	6	134273308	134311570
TBRG1	11	124492732	124505287
TBRG4	7	45139699	45151646
TBX19	1	168250278	168283664
TBX21	17	45810610	45823485
TBX3	12	115108059	115121969
TBX6	16	30097114	30103208
TBXA2R	19	3594504	3606838
TBXAS1	7	139476850	139720125
TC2N	14	92246095	92333880
TCAF1	7	143548468	143599291
TCAF2	7	143318043	143427502
TCAIM	3	44379611	44450943
TCAP	17	37820440	37822808
TCEA1	8	54879112	54935089
TCEA2	20	62681189	62703700
TCEA3	1	23707554	23751233
TCEANC2	1	54519260	54578192
TCEB1	8	74851404	74884522
TCEB2	16	2821415	2827298
TCEB3	1	24069645	24088549
TCERG1	5	145826874	145891524
TCF12	15	57210821	57591479
TCF19	6	31126319	31134936
TCF20	22	42556019	42739622
TCF25	16	89940000	89977792
TCF3	19	1609291	1652604
TCF4	18	52889562	53332018
TCF7	5	133450402	133487556
TCF7L1	2	85360533	85537511
TCF7L2	10	114710009	114927437
TCFL5	20	61472467	61493115
TCHH	1	152078793	152086556
TCHP	12	110338069	110421646
TCIRG1	11	67806483	67818362
TCL1A	14	96176304	96180533
TCN2	22	31002825	31023265
TCOF1	5	149737202	149779871
TCP1	6	160199530	160210781
TCP10L	21	33948862	33959683
TCP11L1	11	33060963	33127489
TCP11L2	12	106695707	106740793
TCTA	3	49449639	49453908
TCTE3	6	170140210	170151655
TCTEX1D1	1	67218142	67244470
TCTEX1D2	3	196018090	196045170
TCTEX1D4	1	45271585	45272957
TCTN1	12	111051832	111087235
TCTN2	12	124155660	124192948
TCTN3	10	97423158	97453900
TDG	12	104359582	104382652
TDO2	4	156775890	156841558
TDP1	14	90421283	90511106
TDP2	6	24650205	24667261
TDRD12	19	33210659	33320483
TDRD3	13	60970591	61148012
TDRD6	6	46655612	46672056
TDRD7	9	100174232	100258407
TDRD9	14	104394799	104519004
TDRKH	1	151742583	151763892
TEAD2	19	49843852	49865714
TEAD3	6	35441374	35464853
TEC	4	48137800	48271881
TECPR1	7	97843936	97881563
TECPR2	14	102829300	102968818
TECR	19	14627897	14676792
TECTA	11	120971882	121062202
TEDDM1	1	182367252	182369751
TEF	22	41763337	41795330
TEFM	17	29224354	29233838
TELO2	16	1543345	1560458
TEN1	17	73975301	73996667
TENM4	11	78363876	79151992
TEP1	14	20833826	20881588
TEPP	16	58010339	58022020
TERF1	8	73921099	73960357
TERF2	16	69389464	69442474
TERF2IP	16	75681684	75795770
TES	7	115850547	115898837
TESC	12	117476728	117537284
TESK1	9	35605367	35610038
TESK2	1	45809555	45956872
TESPA1	12	55341802	55378530
TET1	10	70320413	70454239
TET2	4	106067032	106200973
TET3	2	74229840	74335303
TEX10	9	103064359	103115221
TEX14	17	56634039	56769416
TEX2	17	62224587	62340661
TEX22	14	105864916	105916443
TEX261	2	71213068	71222075
TEX264	3	51696709	51738339
TEX30	13	103418340	103426161
TEX38	1	47134527	47139266
TEX9	15	56536207	56738195
TFAM	10	60144782	60158981
TFAP2C	20	55204358	55214339
TFAP2E	1	36038971	36060929
TFAP4	16	4307187	4323076
TFB1M	6	155578643	155635627
TFB2M	1	246703862	246729626
TFCP2	12	51487446	51566926
TFCP2L1	2	121974163	122042783
TFDP1	13	114239013	114295785
TFDP2	3	141663277	141868386
TFEB	6	41651716	41703997
TFEC	7	115575202	115799950
TFG	3	100428205	100467810
TFIP11	22	26887191	26908471
TFPI	2	188328957	188430487
TFPI2	7	93514709	93520303
TFPT	19	54610320	54619055
TFR2	7	100218039	100240402
TFRC	3	195754054	195809060
TG	8	133879203	134147147
TGDS	13	95226308	95248511
TGFA	2	70674412	70781325
TGFB1	19	41807492	41859816
TGFB1I1	16	31482906	31489281
TGFB2	1	218519577	218617961
TGFB3	14	76424442	76449334
TGFBI	5	135364584	135399507
TGFBR1	9	101866320	101916474
TGFBR2	3	30647994	30735634
TGFBR3	1	92145902	92371892
TGFBRAP1	2	105880871	105946491
TGIF1	18	3411606	3458409
TGIF2	20	35201891	35222353
TGM1	14	24718320	24733638
TGM2	20	36756863	36794980
TGM4	3	44916100	44956482
TGOLN2	2	85545147	85555548
TGS1	8	56685701	56738007
THADA	2	43393800	43823185
THAP1	8	42691817	42698468
THAP10	15	71173681	71185124
THAP11	16	67876213	67878097
THAP2	12	72056789	72074419
THAP3	1	6684926	6695646
THAP4	2	242523820	242576864
THAP5	7	108194987	108210194
THAP6	4	76439156	76475683
THAP7	22	21353393	21356485
THAP8	19	36525887	36545664
THAP9	4	83821837	83841122
THBD	20	23026270	23030378
THBS1	15	39873280	39891667
THBS2	6	169615875	169654139
THBS3	1	155165379	155178842
THEM4	1	151846060	151882284
THEM6	8	143808621	143818345
THEMIS	6	128029217	128239776
THEMIS2	1	28199055	28213196
THG1L	5	157158205	157168456
THNSL1	10	25305587	25315593
THNSL2	2	88469835	88486146
THOC1	18	214520	268050
THOC3	5	175344876	175461683
THOC5	22	29901868	29951205
THOC6	16	3074028	3077756
THOC7	3	63819546	63849579
THOP1	19	2785458	2813599
THRA	17	38214543	38250120
THRAP3	1	36690017	36770958
THRB	3	24158651	24536773
THSD1	13	52951305	52980629
THTPA	14	24025216	24029480
THUMPD1	16	20744986	20753406
THUMPD2	2	39963200	40006407
THUMPD3	3	9404526	9428475
THYN1	11	134118173	134123264
TIA1	2	70436576	70475792
TIAF1	17	27400537	27418537
TIAL1	10	121334199	121356541
TIAM1	21	32490734	32932290
TIAM2	6	155153831	155578857
TICAM1	19	4815944	4831716
TICAM2	5	114914339	114961876
TICRR	15	90118713	90174287
TIE1	1	43766664	43788779
TIFA	4	113195698	113207059
TIFAB	5	134779908	134788089
TIGAR	12	4430371	4462338
TIGD1	2	233412779	233415226
TIGD2	4	90033968	90036050
TIGD3	11	65122238	65125084
TIGD5	8	144680074	144682485
TIGD6	5	149372681	149380730
TIGD7	16	3348832	3355729
TIGIT	3	113995760	114029135
TIMD4	5	156346293	156390266
TIMELESS	12	56810903	56843187
TIMM10	11	57295936	57298276
TIMM10B	11	6502677	6505909
TIMM13	19	2425622	2427892
TIMM17A	1	201924619	201939789
TIMM21	18	71815746	71826197
TIMM22	17	900357	906911
TIMM23	HG1211_PATCH	46467922	46484300
TIMM23B	10	51371390	51387768
TIMM44	19	7991603	8008805
TIMM50	19	39971052	39984422
TIMM8B	11	111955524	111957522
TIMM9	14	58875212	58894332
TIMMDC1	3	119217379	119243937
TIMP2	17	76849059	76921469
TIMP3	22	33197687	33259030
TINF2	14	24708849	24711880
TIPARP	3	156391024	156424559
TIPIN	15	66628544	66679084
TIPRL	1	168148171	168169950
TIRAP	11	126152960	126168740
TJAP1	6	43445261	43474294
TJP1	15	29991571	30261068
TJP2	9	71736209	71870124
TJP3	19	3708107	3750811
TK1	17	76170160	76183314
TK2	16	66541906	66586447
TKFC	11	61100682	61120767
TKT	3	53258723	53290068
TLCD1	17	27051366	27054953
TLCD2	17	1611064	1613732
TLDC1	16	84511681	84587639
TLDC2	20	35504524	35522638
TLE1	9	84198598	84304220
TLE2	19	2997636	3047633
TLE3	15	70340129	70390515
TLE4	9	82186688	82341658
TLK1	2	171847333	172087824
TLK2	17	60536019	60692842
TLN1	9	35696945	35732392
TLN2	15	62682725	63136830
TLR1	4	38792298	38858438
TLR10	4	38773860	38784611
TLR2	4	154622652	154626851
TLR3	4	186990306	187009223
TLR4	9	120466610	120479149
TLR5	1	223282748	223316624
TLR6	4	38825336	38858438
TLR9	3	52255096	52273183
TM2D1	1	62146718	62191095
TM2D2	8	38846327	38854343
TM2D3	15	102161847	102192594
TM4SF1	3	149086809	149095652
TM4SF19	3	196046213	196065374
TM4SF20	2	228226872	228246711
TM6SF1	15	83776159	83813606
TM7SF2	11	64879317	64883856
TM7SF3	12	27126128	27167367
TM9SF1	14	24658349	24682679
TM9SF2	13	100153671	100216260
TM9SF3	10	98277866	98347209
TM9SF4	20	30697309	30755061
TMA16	4	164415594	164441691
TMA7	3	48481667	48485616
TMBIM1	2	219138915	219157309
TMBIM4	12	66517709	66563852
TMBIM6	12	50101508	50158717
TMC4	19	54663846	54676944
TMC5	16	19421818	19510435
TMC6	17	76106539	76128488
TMC8	17	76126851	76139049
TMCC1	3	129366635	129612419
TMCC2	1	205197304	205242471
TMCC3	12	94960900	95044338
TMCO1	1	165696032	165796992
TMCO3	13	114145310	114204542
TMCO4	1	20008706	20126438
TMCO6	5	140019012	140024993
TMED1	19	10943114	10946994
TMED10	14	75598173	75643334
TMED2	12	124069078	124083116
TMED3	15	79603404	79704334
TMED4	7	44617493	44621886
TMED5	1	93615299	93646285
TMED6	16	69377151	69385712
TMED7	5	114949205	114968689
TMED8	14	77801364	77843452
TMED9	5	177019159	177023125
TMEFF1	9	103204560	103339918
TMEM101	17	42088556	42101314
TMEM102	17	7338762	7340998
TMEM104	17	72772622	72835918
TMEM106A	17	41363854	41372061
TMEM106B	7	12250867	12282993
TMEM106C	12	48357352	48362661
TMEM107	17	8076555	8079717
TMEM109	11	60681346	60690915
TMEM11	17	21100593	21117937
TMEM110	3	52870235	52931612
TMEM115	3	50392180	50397041
TMEM116	12	112369086	112450970
TMEM117	12	44229770	44783545
TMEM119	12	108983622	108992096
TMEM120A	7	75616155	75623977
TMEM120B	12	122150658	122220907
TMEM121	14	105992940	105996539
TMEM123	11	102267063	102341115
TMEM126A	11	85359011	85367591
TMEM126B	11	85339629	85347580
TMEM127	2	96914254	96931732
TMEM128	4	4237269	4249950
TMEM129	4	1717679	1723085
TMEM131	2	98372799	98612388
TMEM132A	11	60691935	60704631
TMEM134	11	67231824	67236743
TMEM135	11	86748886	87034800
TMEM136	11	120195838	120204391
TMEM138	11	61129473	61136981
TMEM139	7	142977050	142985141
TMEM140	7	134832824	134850967
TMEM141	9	139685807	139687709
TMEM143	19	48835613	48867494
TMEM144	4	159122756	159176563
TMEM147	19	36036497	36038428
TMEM14A	6	52535907	52551386
TMEM14B	6	10747992	10852986
TMEM14C	6	10723148	10731362
TMEM150A	2	85825671	85830319
TMEM150B	19	55824169	55845416
TMEM150C	4	83404323	83483510
TMEM151B	6	44238203	44275243
TMEM154	4	153539784	153601317
TMEM156	4	38968365	39034542
TMEM158	3	45265958	45267770
TMEM159	16	21169698	21191937
TMEM160	19	47549165	47551888
TMEM161A	19	19229978	19249322
TMEM161B	5	87485450	87565293
TMEM163	2	135213330	135476570
TMEM165	4	56262124	56319564
TMEM167A	5	82348665	82373682
TMEM167B	1	109632425	109639556
TMEM168	7	112402437	112430647
TMEM169	2	216946589	216967506
TMEM170A	16	75476952	75499395
TMEM170B	6	11537938	11583757
TMEM173	5	138855119	138862520
TMEM175	4	926175	952444
TMEM176A	7	150497491	150502208
TMEM176B	7	150488373	150498448
TMEM177	2	120436743	120444083
TMEM178B	7	140774032	141180180
TMEM179B	11	62554887	62557877
TMEM18	2	667335	677439
TMEM180	10	104221149	104236802
TMEM181	6	158957468	159056460
TMEM182	2	103353367	103460352
TMEM183A	1	202976514	202993976
TMEM184A	7	1581871	1600457
TMEM184B	22	38615298	38669040
TMEM184C	4	148538534	148593195
TMEM185B	2	120978854	120980984
TMEM186	16	8874241	8891505
TMEM189	20	48697663	48770335
TMEM19	12	72079867	72097836
TMEM191C	22	21820712	21825558
TMEM192	4	165995574	166129701
TMEM198	2	220408385	220415317
TMEM199	17	26684604	26708716
TMEM2	9	74298282	74431606
TMEM200A	6	130686879	130764208
TMEM200B	1	29445940	29450447
TMEM201	1	9648932	9674935
TMEM203	9	140098534	140100090
TMEM204	16	1578689	1605581
TMEM205	19	11453452	11457194
TMEM206	1	212537273	212588243
TMEM208	16	67261006	67263181
TMEM209	7	129804555	129847610
TMEM214	2	27255778	27264563
TMEM216	11	61159159	61166335
TMEM217	6	37179956	37225931
TMEM218	11	124966398	124981659
TMEM219	16	29952206	29984373
TMEM220	17	10602332	10633633
TMEM222	1	27648651	27662891
TMEM223	11	62539101	62559493
TMEM229B	14	67913801	68000456
TMEM230	20	5080486	5093749
TMEM231	16	75572015	75590184
TMEM232	5	109624934	110074657
TMEM234	1	32680073	32687972
TMEM236	10	17794251	17842867
TMEM237	2	202484907	202508293
TMEM238	19	55890613	55895966
TMEM241	18	20777108	21017925
TMEM242	6	157710418	157744633
TMEM243	7	86825478	86849903
TMEM245	9	111777432	111882225
TMEM246	9	104235453	104295819
TMEM248	7	66386212	66423538
TMEM25	11	118401756	118417995
TMEM251	14	93651296	93653434
TMEM253	14	21567096	21571883
TMEM254	10	81838402	81852313
TMEM255B	13	114462216	114514926
TMEM256	17	7306294	7307456
TMEM258	11	61535973	61560274
TMEM259	19	1009647	1021117
TMEM26	10	63166401	63213208
TMEM260	14	56955072	57117324
TMEM261	9	7796490	7888380
TMEM262	11	64852451	64856847
TMEM263	12	107349497	107372556
TMEM266	15	76352178	76521462
TMEM30A	6	75962640	75994684
TMEM30B	14	61744088	61748558
TMEM33	4	41937137	41962589
TMEM37	2	120187477	120196096
TMEM38A	19	16771938	16800840
TMEM38B	9	108456825	108538893
TMEM39A	3	119148347	119187677
TMEM39B	1	32537632	32568467
TMEM40	3	12775024	12810956
TMEM41A	3	185194284	185216845
TMEM41B	11	9302201	9336327
TMEM42	3	44903361	44907162
TMEM43	3	14166440	14185179
TMEM44	3	194308402	194354418
TMEM45A	3	100211463	100296288
TMEM45B	11	129685714	129729898
TMEM5	12	64173583	64203338
TMEM50A	1	25664408	25688852
TMEM50B	21	34804792	34852318
TMEM51	1	15479028	15546976
TMEM52B	12	10323141	10344400
TMEM53	1	45100910	45140227
TMEM55A	8	92006024	92053292
TMEM55B	14	20925878	20929771
TMEM57	1	25757388	25826700
TMEM59	1	54497347	54519177
TMEM60	7	77423045	77427897
TMEM62	15	43415477	43477344
TMEM63A	1	226033237	226070069
TMEM63B	6	44094651	44123256
TMEM63C	14	77582911	77725838
TMEM64	8	91634223	91803860
TMEM65	8	125324231	125384933
TMEM67	8	94767072	94831462
TMEM68	8	56608983	56685966
TMEM69	1	46152886	46160115
TMEM70	8	74884672	74895018
TMEM71	8	133697253	133772958
TMEM74B	20	1161205	1166059
TMEM79	1	156252726	156262976
TMEM80	11	695428	705028
TMEM81	1	205052258	205053645
TMEM86A	11	18714669	18726332
TMEM86B	19	55738007	55741647
TMEM87A	15	42502730	42565861
TMEM87B	2	112812800	112876895
TMEM88	17	7758383	7759417
TMEM8A	16	420773	437113
TMEM8B	9	35814448	35854844
TMEM9	1	201103900	201140702
TMEM91	19	41856816	41889988
TMEM92	17	48348767	48358844
TMEM94	17	73437240	73496171
TMEM97	17	26646121	26655707
TMEM9B	11	8968841	8986558
TMF1	3	69068978	69101484
TMIGD2	19	4292229	4302428
TMIGD3	1	112025970	112106584
TMOD1	9	100263462	100364030
TMOD2	15	52043758	52108565
TMOD3	15	52121825	52239492
TMPO	12	98909290	98944157
TMPPE	3	33131913	33138293
TMPRSS13	11	117771358	117800174
TMPRSS3	21	43791999	43816955
TMPRSS6	22	37461476	37505603
TMPRSS9	19	2389769	2426237
TMSB10	2	85132749	85133795
TMTC1	12	29653773	29937692
TMTC2	12	83080659	83528649
TMTC3	12	88536073	88593664
TMTC4	13	101256181	101327347
TMUB1	7	150778167	150780633
TMUB2	17	42264338	42269099
TMX1	14	51706880	51722759
TMX2	11	57480072	57508445
TMX3	18	66340925	66382535
TMX4	20	7957995	8000476
TNC	9	117782806	117880536
TNF	6	31543344	31546113
TNFAIP1	17	26662628	26674035
TNFAIP2	14	103589779	103603776
TNFAIP3	6	138188351	138204449
TNFAIP6	2	152214106	152236560
TNFAIP8	5	118604387	118735383
TNFAIP8L1	19	4639530	4655580
TNFAIP8L2	1	151129105	151132225
TNFAIP8L3	15	51348795	51397473
TNFRSF10A	8	23047965	23082639
TNFRSF10B	8	22877646	22926692
TNFRSF10C	8	22941868	22974950
TNFRSF10D	8	22993101	23021543
TNFRSF11A	18	59992520	60058516
TNFRSF12A	16	3068446	3072384
TNFRSF13B	17	16832849	16875432
TNFRSF13C	22	42321045	42322822
TNFRSF14	1	2487078	2496821
TNFRSF17	16	12058964	12061925
TNFRSF18	1	1138888	1142071
TNFRSF1A	12	6437923	6451280
TNFRSF1B	1	12227060	12269285
TNFRSF21	6	47199268	47277641
TNFRSF25	1	6521211	6526255
TNFRSF4	1	1146706	1149518
TNFRSF6B	20	62328021	62330037
TNFRSF8	1	12123434	12204264
TNFRSF9	1	7979907	8000926
TNFSF10	3	172223298	172241297
TNFSF12	17	7452208	7464925
TNFSF13	17	7461609	7464925
TNFSF13B	13	108903588	108960832
TNFSF14	19	6663148	6670599
TNFSF15	9	117546915	117568406
TNFSF18	1	173009100	173020103
TNFSF4	1	173152873	173176452
TNFSF8	9	117656003	117692697
TNFSF9	19	6531010	6535931
TNIK	3	170779128	171178197
TNIP1	5	150409506	150473138
TNIP2	4	2743375	2758103
TNIP3	4	122052563	122148621
TNK1	17	7283853	7293093
TNK2	3	195590235	195638816
TNKS	8	9413424	9639856
TNKS1BP1	11	57067112	57092426
TNKS2	10	93558069	93625033
TNNI2	11	1860219	1862910
TNNT1	19	55644162	55660722
TNNT2	1	201328136	201346890
TNNT3	11	1940792	1959936
TNPO1	5	72112139	72212560
TNPO2	19	12810008	12834825
TNPO3	7	128594948	128695198
TNR	1	175284330	175712906
TNRC18	7	5346421	5465045
TNRC6A	16	24741016	24838953
TNRC6B	22	40440821	40731812
TNRC6C	17	76000249	76104916
TNS1	2	218664512	218867718
TNS2	12	53440753	53458156
TNS3	7	47314752	47622156
TNXB	6	32008931	32083111
TOB1	17	48939584	48945339
TOB2	22	41829496	41843027
TOE1	1	45805342	45809647
TOLLIP	11	1295601	1330884
TOM1	22	35695268	35743985
TOM1L1	17	52976748	53039310
TOM1L2	17	17746828	17875736
TOMM20	1	235272651	235292251
TOMM22	22	39077953	39080818
TOMM34	20	43570771	43589127
TOMM40	19	45393826	45406946
TOMM40L	1	161195793	161200408
TOMM5	9	37582643	37592639
TOMM6	6	41755400	41757636
TOMM7	7	22852251	22862470
TOMM70A	3	100082275	100120242
TONSL	8	145654165	145669827
TOP1	20	39657458	39753127
TOP1MT	8	144386554	144442149
TOP2A	17	38544768	38574202
TOP2B	3	25639475	25706398
TOP3A	17	18174742	18218321
TOP3B	22	22311397	22337213
TOPBP1	3	133317019	133380737
TOPORS	9	32540542	32552551
TOPORS-AS1	9	32551142	32567003
TOR1A	9	132575223	132586413
TOR1AIP1	1	179851177	179894135
TOR1AIP2	1	179809102	179846938
TOR1B	9	132565432	132573560
TOR2A	9	130493803	130497604
TOR3A	1	179050512	179067158
TOR4A	9	140172201	140177093
TOX	8	59717977	60031767
TOX2	20	42543504	42698256
TOX4	14	21944756	21967319
TP53	17	7565097	7590856
TP53BP1	15	43699407	43802926
TP53BP2	1	223967601	224033674
TP53I11	11	44907454	44972840
TP53I13	17	27893070	27900175
TP53I3	2	24300303	24308731
TP53INP1	8	95938200	95961639
TP53INP2	20	33292094	33301243
TP53RK	20	45313004	45318418
TP53TG5	20	44002526	44036529
TP63	3	189349205	189615068
TP73	1	3569084	3652765
TPBG	6	83072923	83080545
TPBGL	11	74951950	74954742
TPCN1	12	113658855	113736390
TPCN2	11	68816365	68858072
TPD52	8	80870571	81143467
TPD52L1	6	125440195	125585553
TPD52L2	20	62496596	62522898
TPGS1	19	507299	519654
TPGS2	18	34359987	34409158
TPH1	11	18039111	18063973
TPI1	12	6976283	6980112
TPK1	7	144149034	144533488
TPM1	15	63334831	63364114
TPM2	9	35681989	35691017
TPM3	1	154127784	154167124
TPM4	19	16177831	16213813
TPMT	6	18128542	18155305
TPP1	11	6634000	6640692
TPP2	13	103249353	103331521
TPPP	5	660883	693510
TPR	1	186280784	186344825
TPRA1	3	127291912	127317094
TPRG1	3	188665003	189043093
TPRG1L	1	3541566	3546691
TPRKB	2	73956231	73964527
TPRN	9	140086069	140098645
TPSAB1	16	1290697	1292555
TPSB2	16	1277272	1280214
TPSD1	16	1306060	1308532
TPST1	7	65670186	65885530
TPST2	22	26921458	26992681
TPT1	13	45911008	45915505
TPX2	20	30327074	30389608
TRA2A	7	23544399	23571660
TRA2B	3	185633694	185655924
TRABD	22	50624344	50638027
TRABD2A	2	85048774	85134132
TRADD	16	67188083	67194201
TRAF1	9	123664671	123691451
TRAF2	9	139776364	139821059
TRAF3	14	103243813	103377837
TRAF3IP1	2	239229082	239309541
TRAF3IP2	6	111877657	111927481
TRAF3IP3	1	209929377	209955668
TRAF4	17	27071002	27077974
TRAF5	1	211499957	211548288
TRAF6	11	36508577	36531822
TRAF7	16	2205699	2228130
TRAFD1	12	112563305	112591407
TRAIP	3	49866034	49894007
TRAK1	3	42055294	42267381
TRAK2	2	202241930	202316302
TRAM1	8	71485677	71520622
TRAM2	6	52362200	52441713
TRANK1	3	36868311	36986548
TRAP1	16	3701640	3767598
TRAPPC1	17	7833663	7835441
TRAPPC10	21	45432200	45526433
TRAPPC11	4	184580420	184634745
TRAPPC12	2	3383446	3488865
TRAPPC13	5	64920543	64962060
TRAPPC2L	16	88922628	88929094
TRAPPC2P1	19	57874879	57876721
TRAPPC3	1	36602173	36615098
TRAPPC4	11	118889142	118896164
TRAPPC5	19	7745729	7747744
TRAPPC6A	19	45666186	45681495
TRAPPC6B	14	39617015	39639736
TRAPPC8	18	29409136	29533099
TRAPPC9	8	140742586	141468678
TRAT1	3	108541545	108573852
TRDMT1	10	17184253	17244053
TREM1	6	41235664	41254457
TREM2	6	41126244	41130924
TREML1	6	41117080	41122075
TREML2	6	41158015	41168932
TREML4	6	41196062	41206620
TRERF1	6	42192669	42419789
TREX1	3	48506445	48509044
TRIAP1	12	120881764	120884215
TRIB1	8	126442563	126450647
TRIB2	2	12857015	12882860
TRIB3	20	361261	378203
TRIM11	1	228581374	228594541
TRIM13	13	50570024	50594617
TRIM14	9	100831557	100881494
TRIM16	17	15531274	15587625
TRIM16L	17	18601311	18639431
TRIM17	1	228595641	228604562
TRIM2	4	154073494	154260472
TRIM21	11	4406127	4414926
TRIM22	11	5710919	5758319
TRIM23	5	64885507	64921802
TRIM24	7	138145079	138274738
TRIM25	17	54965270	54991399
TRIM26	6	30152232	30181204
TRIM27	6	28870779	28891766
TRIM28	19	59055458	59062089
TRIM3	11	6469843	6495689
TRIM32	9	119449581	119463579
TRIM33	1	114935399	115053781
TRIM34	11	5640994	5665628
TRIM35	8	27142404	27168836
TRIM36	5	114460459	114516243
TRIM37	17	57059999	57184282
TRIM38	6	25963030	25987384
TRIM39	6	30294256	30311506
TRIM4	7	99474581	99517223
TRIM41	5	180649499	180662809
TRIM44	11	35684353	35829775
TRIM45	1	117653682	117665209
TRIM46	1	155145873	155157447
TRIM47	17	73870242	73874656
TRIM5	11	5684425	5959849
TRIM52	5	180681417	180688119
TRIM56	7	100728720	100735017
TRIM58	1	248020501	248041507
TRIM59	3	160150233	160203561
TRIM6	11	5617339	5634188
TRIM61	4	165875598	165898820
TRIM62	1	33611003	33647660
TRIM65	17	73876416	73893084
TRIM66	11	8633584	8693413
TRIM67	1	231297858	231357302
TRIM68	11	4619902	4629489
TRIM69	15	45021186	45060027
TRIM7	5	180620924	180632293
TRIM71	3	32859510	32939318
TRIM73	7	75024337	75040279
TRIM8	10	104404253	104418164
TRIM9	14	51441980	51562779
TRIO	5	14143811	14532235
TRIOBP	22	38093011	38172563
TRIP10	19	6737936	6751537
TRIP11	14	92432335	92507240
TRIP12	2	230628554	230787955
TRIP13	5	892758	919472
TRIP4	15	64679947	64747502
TRIP6	7	100464760	100471076
TRIQK	8	93895758	94029901
TRIT1	1	40306723	40349183
TRMO	9	100666771	100684852
TRMT1	19	13215716	13228381
TRMT10A	4	100467866	100485189
TRMT10B	9	37753804	37778969
TRMT10C	3	101280706	101285290
TRMT11	6	126307576	126360422
TRMT112	11	64083932	64085556
TRMT12	8	125463048	125474391
TRMT13	1	100598706	100616053
TRMT1L	1	185087220	185126204
TRMT2A	22	20099389	20104915
TRMT44	4	8437867	8495258
TRMT5	14	61438169	61448076
TRMT6	20	5917881	5931182
TRMT61A	14	103995521	104003410
TRMT61B	2	29072687	29093167
TRMU	22	46726772	46753237
TRNAU1AP	1	28879597	28905051
TRNP1	1	27320198	27327389
TRNT1	3	3168600	3192563
TROAP	12	49717019	49725514
TROVE2	1	193028552	193060907
TRPA1	8	72932152	72987852
TRPC1	3	142442916	142526730
TRPC3	4	122800182	122872909
